Title,Sender,Sender Email,Date
Off the app means off the map! =?UTF-8?B?8J+aq/Cfmqk=?=,Uber <uber@uber.com>,uber@uber.com,"Wed, 21 Dec 2022 10:32:43 +0000 (UTC)"
Let's help you plan Jaisalmer,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Wed, 21 Dec 2022 09:55:18 +0000"
Sovereign Gold Bond Scheme 2022-2023 Series - lIl Discount for Rs. 50/- per gram to investors apply,"""PRECIOUS META;LS DEPARTMENT"" <pmd@communications.sbi.co.in>",pmd@communications.sbi.co.in,"Wed, 21 Dec 2022 14:32:37 +0530"
"Mudit, Check out the chart topping sellers from Fender","""BAJAAO.COM"" <helpdesk@email.bajaao.com>",helpdesk@email.bajaao.com,"Wed, 21 Dec 2022 08:01:24 +0000"
=?UTF-8?Q?=E2=9D=97Last_Task_of_the_Year=E2=9D=97?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Wed, 21 Dec 2022 13:02:40 +0530"
A gift that will create many memories. Buy Now!,"""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Wed, 21 Dec 2022 15:11:32 +0800"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Wed, 21 Dec 2022 09:04:14 +0530"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 20 Dec 2022 16:06:54 -0600"
Upcoming live training + more!,DataCamp Insights <team@datacamp.com>,team@datacamp.com,"Tue, 20 Dec 2022 21:33:54 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9Cmechanical_engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 20 Dec 2022 20:45:12 +0000 (UTC)"
=?utf-8?B?U2VhcyB0aGUgZGF54oCmIPCfjIo=?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Tue, 20 Dec 2022 18:18:09 +0530"
You are Eligible for Free Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Tue, 20 Dec 2022 11:23:48 +0000"
=?UTF-8?Q?Tap_&_Avail_Best_Discounts_on_Hotels!_=F0=9F=A4=A9?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 20 Dec 2022 11:06:29 +0530"
ABB is hiring: R&D Associate Engineer.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 20 Dec 2022 07:20:36 +0000 (UTC)"
Updates to our Privacy & Cookies Statement and Terms of Use,"""Tripadvisor"" <privacy@mp1.tripadvisor.com>",privacy@mp1.tripadvisor.com,"Tue, 20 Dec 2022 06:50:00 +0000"
Sovereign Gold Bond Scheme 2022-2023 Series - lIl,PRECIOUS METALS DEPARTMENT <pmd@communications.sbi.co.in>,pmd@communications.sbi.co.in,"Tue, 20 Dec 2022 11:39:09 +0530"
"=?utf-8?B?VHJhdmVsbGVycyBsb3ZlIHRoZXNlIHNwb3RzIGluIEphaXNhbG1l?=
	=?utf-8?B?cuKApg==?=","""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Tue, 20 Dec 2022 04:48:17 +0000"
=?UTF-8?Q?Members=E2=80=99_First_Look?=,Nike <nike@official.nike.com>,nike@official.nike.com,"Tue, 20 Dec 2022 02:42:27 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Mon, 19 Dec 2022 20:52:34 +0000 (UTC)"
"=?utf-8?q?More_related_to_=22How_can_I_go_to_Jag_Mandir=2C_Udaipur_for_a_vis?=
 =?utf-8?q?it=3F=22?=",Quora <curiosity-noreply@quora.com>,curiosity-noreply@quora.com,"Mon, 19 Dec 2022 19:13:38 +0000"
Weekly update in Using Databases with Python,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 19 Dec 2022 19:03:56 +0000"
$90 Off: Take your career to the next level!,Amanda at DataCamp <team@datacamp.com>,team@datacamp.com,"Mon, 19 Dec 2022 15:55:03 +0000"
Mohit just messaged you,Mohit Jain via LinkedIn <messaging-digest-noreply@linkedin.com>,messaging-digest-noreply@linkedin.com,"Mon, 19 Dec 2022 15:16:29 +0000 (UTC)"
Recommended: Core Java,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 19 Dec 2022 08:11:58 -0600"
Shreyaa Kapoor and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 19 Dec 2022 13:39:27 +0000 (UTC)"
=?UTF-8?Q?Exclusive_Offers_for_You!_=F0=9F=A4=A9=F0=9F=91=87?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 19 Dec 2022 11:20:47 +0530"
NPTEL Newsletter: December 2022: Vol 2: Week 3,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 19 Dec 2022 16:14:38 +0530"
=?UTF-8?Q?LEAKED:_Christmas_Offer_Codes_=F0=9F=98=AF=F0=9F=8E=85?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 19 Dec 2022 14:29:13 +0530"
"=?windows-1252?Q?With_SpiceJet=2C_be_at_the_biggest_music_festival?=
 =?windows-1252?Q?_=96_Sunburn_2022?=","""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Mon, 19 Dec 2022 14:19:42 +0800"
Feel more in Qatar,"""Tripadvisor"" <info@mp1.tripadvisor.com>",info@mp1.tripadvisor.com,"Mon, 19 Dec 2022 04:54:19 +0000"
"=?utf-8?Q?vyas.mudit14,_this_is_the_best_?=
 =?utf-8?Q?=E2=82=B9149_you_will_spend_this_month.?=",Netflix <info@mailer.netflix.com>,info@mailer.netflix.com,"Mon, 19 Dec 2022 02:48:25 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 18 Dec 2022 17:18:57 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sun, 18 Dec 2022 20:58:41 +0000 (UTC)"
Take another look: Pleasant Haveli - Roof Top Restaurant,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sun, 18 Dec 2022 09:55:04 +0000"
Basic of Material Science Class is rescheduled,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Sun, 18 Dec 2022 13:54:37 +0530"
=?UTF-8?Q?Heavy_Discounts_on_Lemon_Tree_Hotels_=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 18 Dec 2022 12:37:58 +0530"
Terms of Use Update,"""Coursera"" <no-reply@t.mail.coursera.org>",no-reply@t.mail.coursera.org,"Sun, 18 Dec 2022 04:37:47 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sat, 17 Dec 2022 20:59:53 +0000 (UTC)"
Material Science - ESE - GS,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Sat, 17 Dec 2022 18:45:58 +0530"
Material Science - ESE - GS,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Sat, 17 Dec 2022 18:42:10 +0530"
Material Science (ESE-GS),JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Sat, 17 Dec 2022 18:40:09 +0530"
Material Science - ESE - GS,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Sat, 17 Dec 2022 18:35:30 +0530"
=?UTF-8?B?8J+Tmg==?= Scaler Tech Roundup #08,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 17 Dec 2022 12:36:08 +0000 (UTC)"
Find a place to stay in Jaisalmer,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sat, 17 Dec 2022 09:56:17 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Fri, 16 Dec 2022 21:04:29 +0000 (UTC)"
Earn a certificate from a top university,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 16 Dec 2022 13:28:41 -0600"
Now available! The Job Skills of 2023 Report,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 16 Dec 2022 09:17:16 -0600"
"Metal Power Analytical Pvt. Ltd. and others share their thoughts on
 LinkedIn",LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 16 Dec 2022 13:37:31 +0000 (UTC)"
"=?UTF-8?Q?=F0=9F=92=AC_Mudit,_add_Lakshmi_Gowda_to_your_network?=",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Fri, 16 Dec 2022 13:33:21 +0000 (UTC)"
=?UTF-8?B?SGVyZeKAmXM=?= a glimpse of the Scaler Academy batch!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Fri, 16 Dec 2022 12:38:59 +0000 (UTC)"
=?UTF-8?Q?=F0=9F=A4=A9_Wheely_Good_Sale_is_LIVE_=F0=9F=A4=A9?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Fri, 16 Dec 2022 17:52:36 +0530"
See what's trending in Jaisalmer,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Fri, 16 Dec 2022 08:43:21 +0000"
E-account statement for your SBI account(s).,cbssbi.cas@alerts.sbi.co.in,cbssbi.cas@alerts.sbi.co.in,"Fri, 16 Dec 2022 12:50:56 +0530"
Finding Your Purpose In Your Work and Life,"""University of Michigan"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Fri, 16 Dec 2022 01:25:50 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 15 Dec 2022 16:05:38 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Thu, 15 Dec 2022 21:05:04 +0000 (UTC)"
Top cheat sheets of 2022,DataCamp <team@datacamp.com>,team@datacamp.com,"Thu, 15 Dec 2022 15:34:41 +0000"
Have free time for the holidays? Take a course!,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Thu, 15 Dec 2022 08:59:43 -0600"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Thu, 15 Dec 2022 18:55:00 +0530"
"=?UTF-8?Q?Stressed=3F=F0=9F=A4=94_Tap_to_lighten_your_mood!=F0=9F=A5=B0?=
 =?UTF-8?Q?=F0=9F=8E=8A?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Thu, 15 Dec 2022 12:50:24 +0530"
"=?UTF-8?Q?Traveller,_are_these_yours=3F_=F0=9F=A4=94=E2=9D=84=EF=B8=8F?=",Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 15 Dec 2022 13:13:49 +0530"
Take another look: Pleasant Haveli - Roof Top Restaurant,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Thu, 15 Dec 2022 07:42:20 +0000"
"Integrated Fire Protection Pvt. Ltd. is hiring: Mechanical
 Engineer.",LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Thu, 15 Dec 2022 07:16:15 +0000 (UTC)"
Prices are dropping for Hotel Casa By The Lake...,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Thu, 15 Dec 2022 04:45:41 +0000"
"=?UTF-8?B?VGFwIHRvIGRpc2NvdmVyIHRoZSB0aHJpbGwhIOKbue+4j+KAjeKZgO+4jw==?=
 =?UTF-8?B?4puz?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 14 Dec 2022 20:04:57 +0530"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Wed, 14 Dec 2022 21:06:59 +0000 (UTC)"
NPTEL Newsletter: December 2022: Vol 2: Week 2,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Wed, 14 Dec 2022 18:50:00 +0530"
"Metal Power Analytical Pvt. Ltd. and others share their thoughts on
 LinkedIn",LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 14 Dec 2022 13:39:43 +0000 (UTC)"
Off the app means off the map! =?UTF-8?B?8J+aq/Cfmqk=?=,Uber <uber@uber.com>,uber@uber.com,"Wed, 14 Dec 2022 10:32:43 +0000 (UTC)"
SpiceJet is the 'Safety Performer of the year'.,"""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Wed, 14 Dec 2022 17:13:42 +0800"
Wanna Be a Road-y?,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Wed, 14 Dec 2022 14:41:42 +0530"
=?UTF-8?Q?Be_that_=22Mein_nahi_toh_kon_bey!=22_guy?=,Riya Jain <riya.jain@email.codingblocks.com>,riya.jain@email.codingblocks.com,"Wed, 14 Dec 2022 08:33:07 +0000"
Pleasant Haveli - Roof Top Restaurant,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Wed, 14 Dec 2022 01:46:26 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 13 Dec 2022 16:07:29 -0600"
New Course: Spreadsheets Foundations,DataCamp Insights <team@datacamp.com>,team@datacamp.com,"Tue, 13 Dec 2022 21:22:30 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 13 Dec 2022 21:03:11 +0000 (UTC)"
"Choose from affordable, flexible learning programs","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 13 Dec 2022 12:18:32 -0600"
"NPTEL Newsletter: NPTEL wins big at the International Wharton - QS
 Reimagine Education Awards 2022",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 13 Dec 2022 18:49:55 +0530"
Friday: Live Q&A with the admissions head of O.P. Jindal Global University,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 13 Dec 2022 14:47:38 +0000"
Mithali Raj and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Tue, 13 Dec 2022 13:38:15 +0000 (UTC)"
=?UTF-8?Q?Discover_the_beauty_of_Ras_Al_Khaimah!_=F0=9F=A4=A9=F0=9F=8C=B8?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 13 Dec 2022 12:56:34 +0530"
Hydraulic Machine,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Tue, 13 Dec 2022 18:06:13 +0530"
"=?UTF-8?B?TXVkaXQsIHlvdeKAmXJlIGFtYXppbmchIFRoYW5rcyBmb3IgYmVp?=
 =?UTF-8?B?bmcgdml0YWwgaW4gb3VyIHN1Y2Nlc3MgdGhpcyB5ZWFy8J+OgfCfjoTwn5iK?=","""Rahul - Decathlon Product Review Leader"" <noreply-in@email.decathlon.in>",noreply-in@email.decathlon.in,"Tue, 13 Dec 2022 06:32:54 -0600"
Safran is hiring: Trainee Engineer / Engineer (Mech/Aero).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 13 Dec 2022 07:18:30 +0000 (UTC)"
"=?utf-8?B?VHJhdmVsbGVycyDinaTvuI8gdGhlc2UgVWRhaXB1ciBleHBlcmll?=
	=?utf-8?B?bmNlcw==?=","""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Tue, 13 Dec 2022 07:05:06 +0000"
=?UTF-8?B?SXTigJlzIGEgSkFDS1BPVCDwn6SR8J+SsA==?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 13 Dec 2022 10:19:35 +0530"
FMC class,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Tue, 13 Dec 2022 10:21:40 +0530"
Today: Masterclass on Servitization | Operations and Supply Chain,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 13 Dec 2022 03:08:36 +0000"
"=?utf-8?Q?vyas.mudit14,_let=E2=80=99s_get_back_together.?=
 =?utf-8?Q?_Come_back_for_unlimited_entertainment.?=",Netflix <info@mailer.netflix.com>,info@mailer.netflix.com,"Tue, 13 Dec 2022 02:46:19 +0000"
Digital Banking Bole Toh YONO. Register Now!,YONO SBI <yonosbi@alerts.sbi.co.in>,yonosbi@alerts.sbi.co.in,"Tue, 13 Dec 2022 07:06:58 +0530"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Mon, 12 Dec 2022 20:52:12 +0000 (UTC)"
Weekly update in Using Databases with Python,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 12 Dec 2022 19:19:59 +0000"
=?utf-8?q?Here=E2=80=99s_your_ticket_to_win_the_Ola_S1_Pro=F0=9F=A4=A9?=,OLA Electric <noreply@olacabs.com>,noreply@olacabs.com,"Mon, 12 Dec 2022 20:50:24 +0530"
NPTEL Newsletter: December 2022: Vol 2: Week 2,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 12 Dec 2022 18:15:22 +0530"
"Recommended: Ethics, Technology and Engineering","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 12 Dec 2022 08:20:31 -0600"
"=?utf-8?B?VHJhdmVsbGVycyBsb3ZlIHRoZXNlIHNwb3RzIGluIFVkYWlwdXI=?=
	=?utf-8?B?4oCm?=","""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Mon, 12 Dec 2022 08:37:29 +0000"
You are in safe hands. And we aren't the ones saying it!,"""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Mon, 12 Dec 2022 15:44:33 +0800"
"=?UTF-8?Q?Look,_What=E2=80=99s_December_Got_You_=F0=9F=98=8D?=",Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 12 Dec 2022 13:13:25 +0530"
Exclusive offer on car bookings on Automall by YONO,YONO SBI <yonosbi@alerts.sbi.co.in>,yonosbi@alerts.sbi.co.in,"Mon, 12 Dec 2022 11:57:30 +0530"
Prices are dropping for Hotel Casa By The Lake...,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Mon, 12 Dec 2022 04:45:41 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 11 Dec 2022 16:55:44 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sun, 11 Dec 2022 21:08:14 +0000 (UTC)"
Add these to your Udaipur trip,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sun, 11 Dec 2022 07:05:00 +0000"
=?UTF-8?B?V2Vla2VuZCBPZmZlciAtIFVwIHRvIDYwJSBPZmYg8J+Ygw==?=,"""Decathlon India"" <communication@email.decathlon.in>",communication@email.decathlon.in,"Sat, 10 Dec 2022 22:34:33 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sat, 10 Dec 2022 21:01:25 +0000 (UTC)"
Introducing Scaler Topics =?UTF-8?B?8J+Suw==?=,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 10 Dec 2022 12:46:30 +0000 (UTC)"
"=?UTF-8?Q?Time_to_Plan_your_Winter_Vacation!_=E2=98=83=EF=B8=8F=E2=9D=84?=
 =?UTF-8?Q?=EF=B8=8F?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 10 Dec 2022 12:17:12 +0530"
=?UTF-8?Q?Drop_everything!_This_is_BIG_=F0=9F=98=B1?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sat, 10 Dec 2022 14:08:46 +0530"
"vyas.mudit14, Too Hot to Handle Season 4 is now on Netflix",Netflix <info@mailer.netflix.com>,info@mailer.netflix.com,"Sat, 10 Dec 2022 06:31:28 +0000"
Choosy about your Aminos ? We've got them all @40% OFF,Myprotein <info@n.myprotein.com>,info@n.myprotein.com,"Sat, 10 Dec 2022 05:30:10 +0000 (UTC)"
Finish booking: Hotel Aashiya Haveli,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Sat, 10 Dec 2022 04:53:33 +0000"
"Ready for your trip to JSM? Don't forget to order delicious
 restaurant food at your train seat!",IRCTC eCatering <ecatering@irctc.co.in>,ecatering@irctc.co.in,"Sat, 10 Dec 2022 09:14:25 +0530"
Gain in-demand skills to grow your career,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 09 Dec 2022 15:58:39 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Fri, 9 Dec 2022 20:45:01 +0000 (UTC)"
=?UTF-8?Q?(1)_Unread_Message_from_Dubai!_=E2=9C=88=EF=B8=8F=F0=9F=A4=A9?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 09 Dec 2022 12:09:12 +0530"
"Mudit, catch the Guiding Stars 2022 highlights",Google Local Guides <noreply-local-guides@google.com>,noreply-local-guides@google.com,"Fri, 09 Dec 2022 08:16:11 -0800"
Kartik Hajela from a company you follow recently posted this,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Fri, 9 Dec 2022 13:37:47 +0000 (UTC)"
"=?UTF-8?Q?=F0=9F=92=AC_Mudit,_add_Saiesh_Pawaskar_to_your_network?=",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Fri, 9 Dec 2022 13:33:24 +0000 (UTC)"
"Spice Route - A warm read for the winters, now in your seat pockets!","""SpiceJet"" <spicejet@web-spicejet.com>",spicejet@web-spicejet.com,"Fri, 09 Dec 2022 15:53:22 +0800"
Prices are dropping for Hotel Casa By The Lake...,"""Tripadvisor"" <updates@mp1.tripadvisor.com>",updates@mp1.tripadvisor.com,"Fri, 09 Dec 2022 04:44:38 +0000"
"=?utf-8?Q?=F0=9F=98=A5_vyas.mudit14,_give_u?=
 =?utf-8?Q?s_another_chance=3F_We=E2=80=99ve?=
 =?utf-8?Q?_got_thousands_of_new_TV_programmes_and_films.?=",Netflix <info@mailer.netflix.com>,info@mailer.netflix.com,"Fri, 9 Dec 2022 02:32:09 +0000"
Newsletter | December 2022,"""Zoom Video Communications"" <teamzoom@zoom.us>",teamzoom@zoom.us,"Thu, 08 Dec 2022 16:17:21 -0600"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 08 Dec 2022 16:06:41 -0600"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Thu, 8 Dec 2022 20:49:21 +0000 (UTC)"
=?UTF-8?Q?Psst!_Your_Thursday_Treat_is_here!_=F0=9F=91=87=F0=9F=8E=81?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Thu, 08 Dec 2022 16:39:41 +0530"
=?UTF-8?q?$90_Off=E2=80=94Last_Chance!?=,DataCamp <team@datacamp.com>,team@datacamp.com,"Thu, 08 Dec 2022 17:11:33 +0000"
NASA Mars Exploration Newsletter: December 2022,"""NASA Mars"" <no-reply-mars@jpl.nasa.gov>",no-reply-mars@jpl.nasa.gov,"Thu, 08 Dec 2022 07:46:04 -0500"
"Metal Power Analytical Pvt. Ltd. and others share their thoughts on
 LinkedIn",LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Thu, 8 Dec 2022 13:37:12 +0000 (UTC)"
=?UTF-8?Q?ARRIVED:_Savings_on_Round_Trip_Flights!_=E2=9C=88=EF=B8=8F?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 8 Dec 2022 15:22:38 +0530"
Flex is hiring: Junior Engineer - Quality.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Thu, 8 Dec 2022 07:16:27 +0000 (UTC)"
"MATLAB & Simulink Academic Resources and Online Events | December
 2022",Anand Geethagovindan <anand.geethagovindan@go.mathworks.com>,anand.geethagovindan@go.mathworks.com,"Wed, 07 Dec 2022 23:30:56 -0500"
=?UTF-8?Q?=F0=9F=8C=8D_Mudit=2C_your_November_update?=,Google Maps Timeline <noreply-maps-timeline@google.com>,noreply-maps-timeline@google.com,"Wed, 07 Dec 2022 19:52:25 -0800"
Cyber Sale + more!,DataCamp Insights <team@datacamp.com>,team@datacamp.com,"Wed, 07 Dec 2022 21:33:18 +0000"
=?UTF-8?Q?30+_new_jobs_for_=E2=80=9CMechanical_Engineer=E2=80=9D?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Wed, 7 Dec 2022 20:54:45 +0000 (UTC)"
