,Firm,Sender Email,Day,Date,Month,Year,Time_24hr_offset,Parts_of_the_day,noreply,Month_year
786,Varsha from Prosple ,varsha@prosple.com,Sun,19,Mar,2023,04:20:07,Night,0,Mar 2023
787,Rohan Sanghvi ,rohansanghvi33@gmail.com,Sun,19,Mar,2023,08:05:54,Morning,0,Mar 2023
788,LinkedIn,updates-noreply@linkedin.com,Sun,19,Mar,2023,03:41:04,Night,1,Mar 2023
789,Anoj V ,anoj@milaap.org,Sun,19,Mar,2023,02:52:51,Night,0,Mar 2023
790,upGrad ,info@updates.upgrad.com,Sun,19,Mar,2023,01:45:25,Night,0,Mar 2023
791,Uber ,uber@uber.com,Sun,19,Mar,2023,08:26:45,Morning,0,Mar 2023
792,Decathlon India ,communication@email.decathlon.in,Sun,19,Mar,2023,18:31:30,Evening,0,Mar 2023
793,IIT Bombay FOSSEE GIS ,no-reply@fossee.org,Sat,18,Mar,2023,02:55:10,Night,0,Mar 2023
794,Team Scaler ,hello@scaler.com,Sat,18,Mar,2023,02:34:28,Night,0,Mar 2023
795,Coursera ,Coursera@email.coursera.org,Fri,17,Mar,2023,19:14:25,Evening,0,Mar 2023
796,EaseMyTrip ,info@easemytrip.com,Fri,17,Mar,2023,06:29:14,Morning,0,Mar 2023
797,Goibibo ,noreply@content.goibibo.com,Fri,17,Mar,2023,05:52:57,Morning,1,Mar 2023
798,Coursera ,Coursera@email.coursera.org,Fri,17,Mar,2023,02:31:18,Night,0,Mar 2023
799,LinkedIn,updates-noreply@linkedin.com,Fri,17,Mar,2023,03:34:37,Night,1,Mar 2023
800,HDFC Bank ,information@hdfcbank.net,Fri,17,Mar,2023,13:53:22,Afternoon,0,Mar 2023
801,Amazon,no-reply@business.amazon.in,Fri,17,Mar,2023,02:16:51,Night,0,Mar 2023
802,Uber ,uber@uber.com,Fri,17,Mar,2023,09:44:54,Morning,0,Mar 2023
803,LinkedIn,jobs-listings@linkedin.com,Fri,17,Mar,2023,07:58:43,Morning,0,Mar 2023
804,LinkedIn,messaging-digest-noreply@linkedin.com,Fri,17,Mar,2023,06:39:53,Morning,1,Mar 2023
805,Varsha from Prosple ,varsha@prosple.com,Thu,16,Mar,2023,20:25:26,Evening,0,Mar 2023
806,upGrad ,info@updates.upgrad.com,Thu,16,Mar,2023,03:41:31,Night,0,Mar 2023
807,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Thu,16,Mar,2023,14:01:18,Afternoon,0,Mar 2023
808,SBI,YONOSBI@communications.sbi.co.in,Thu,16,Mar,2023,13:14:14,Afternoon,0,Mar 2023
809,Uber ,uber@uber.com,Thu,16,Mar,2023,08:10:01,Morning,0,Mar 2023
810,Adobe Acrobat ,mail@mail.adobe.com,Wed,15,Mar,2023,01:15:11,Night,0,Mar 2023
811,LinkedIn,messages-noreply@linkedin.com,Thu,16,Mar,2023,01:33:20,Night,1,Mar 2023
812,HDFC Bank ,information@hdfcbank.net,Wed,15,Mar,2023,06:22:39,Morning,0,Mar 2023
813,EaseMyTrip ,info@easemytrip.com,Wed,15,Mar,2023,15:29:14,Afternoon,0,Mar 2023
814,Team Scaler ,hello@scaler.com,Wed,15,Mar,2023,02:31:59,Night,0,Mar 2023
815,BAJAAO.COM ,helpdesk@email.bajaao.com,Wed,15,Mar,2023,09:02:10,Morning,0,Mar 2023
816,LinkedIn,jobs-listings@linkedin.com,Wed,15,Mar,2023,07:48:27,Morning,0,Mar 2023
817,Coursera ,Coursera@email.coursera.org,Tue,14,Mar,2023,19:23:48,Evening,0,Mar 2023
818,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Tue,14,Mar,2023,05:04:48,Morning,0,Mar 2023
819,upGrad ,info@updates.upgrad.com,Tue,14,Mar,2023,03:45:31,Night,0,Mar 2023
820,Uber ,uber@uber.com,Tue,14,Mar,2023,09:51:13,Morning,0,Mar 2023
821,upGrad ,info@updates.upgrad.com,Tue,14,Mar,2023,05:19:17,Morning,0,Mar 2023
822,Strava ,no-reply@strava.com,Tue,14,Mar,2023,04:52:49,Night,0,Mar 2023
823,Tripadvisor ,inspiration@mp1.tripadvisor.com,Tue,14,Mar,2023,04:33:17,Night,0,Mar 2023
824,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,14,Mar,2023,14:34:20,Afternoon,0,Mar 2023
825,Coursera ,Coursera@email.coursera.org,Mon,13,Mar,2023,21:13:36,Night,0,Mar 2023
826,University of Michigan ,no-reply@m.mail.coursera.org,Mon,13,Mar,2023,07:04:41,Morning,0,Mar 2023
827,LinkedIn,messages-noreply@linkedin.com,Mon,13,Mar,2023,03:01:30,Night,1,Mar 2023
828,BAJAAO.COM ,helpdesk@email.bajaao.com,Mon,13,Mar,2023,07:23:55,Morning,0,Mar 2023
829,LinkedIn,jobs-listings@linkedin.com,Mon,13,Mar,2023,07:51:51,Morning,0,Mar 2023
830,upGrad ,info@updates.upgrad.com,Sun,12,Mar,2023,03:47:22,Night,0,Mar 2023
831,upGrad ,info@updates.upgrad.com,Sun,12,Mar,2023,03:01:22,Night,0,Mar 2023
832,upGrad ,info@updates.upgrad.com,Sun,12,Mar,2023,05:31:04,Morning,0,Mar 2023
833,upGrad ,info@updates.upgrad.com,Sat,11,Mar,2023,01:31:12,Night,0,Mar 2023
834,LinkedIn,jobs-listings@linkedin.com,Sat,11,Mar,2023,07:37:12,Morning,0,Mar 2023
835,Goibibo ,noreply@content.goibibo.com,Sat,11,Mar,2023,14:38:58,Afternoon,1,Mar 2023
836,Amazon,no-reply@business.amazon.in,Sat,11,Mar,2023,03:04:58,Night,0,Mar 2023
837,Coursera ,Coursera@email.coursera.org,Fri,10,Mar,2023,20:27:34,Evening,0,Mar 2023
838,LinkedIn,updates-noreply@linkedin.com,Fri,10,Mar,2023,03:40:16,Night,1,Mar 2023
839,EaseMyTrip ,info@easemytrip.com,Fri,10,Mar,2023,12:29:21,Afternoon,0,Mar 2023
840,Goibibo ,noreply@content.goibibo.com,Fri,10,Mar,2023,11:10:32,Morning,1,Mar 2023
841,Uber ,uber@uber.com,Fri,10,Mar,2023,09:43:08,Morning,0,Mar 2023
842,Uber ,uber@uber.com,Fri,10,Mar,2023,08:51:46,Morning,0,Mar 2023
843,PRECIOUSMETALS DEPARTMENT ,noreply@communications.sbi.co.in,Fri,10,Mar,2023,08:37:27,Morning,1,Mar 2023
844,Coursera ,Coursera@email.coursera.org,Thu,9,Mar,2023,23:56:12,Night,0,Mar 2023
845,SBI,cbssbi.cas@alerts.sbi.co.in,Thu,9,Mar,2023,06:58:32,Morning,0,Mar 2023
846,upGrad ,info@updates.upgrad.com,Thu,9,Mar,2023,04:52:10,Night,0,Mar 2023
847,Team Scaler ,hello@scaler.com,Thu,9,Mar,2023,02:37:49,Night,0,Mar 2023
848,Brijesh Mishra ,abhilash@gradjago.com,Thu,9,Mar,2023,00:57:14,Night,0,Mar 2023
849,LinkedIn,jobs-listings@linkedin.com,Thu,9,Mar,2023,07:50:24,Morning,0,Mar 2023
850,Goibibo ,noreply@content.goibibo.com,Thu,9,Mar,2023,08:08:00,Morning,1,Mar 2023
851,Adobe Acrobat ,mail@mail.adobe.com,Wed,8,Mar,2023,16:32:22,Afternoon,0,Mar 2023
852,Tripadvisor ,inspiration@mp1.tripadvisor.com,Thu,9,Mar,2023,03:46:50,Night,0,Mar 2023
853,Upwork ,donotreply@upwork.com,Wed,8,Mar,2023,03:39:31,Night,0,Mar 2023
854,Upwork ,donotreply@upwork.com,Wed,8,Mar,2023,03:39:31,Night,0,Mar 2023
855,LinkedIn,linkedin@e.linkedin.com,Wed,8,Mar,2023,00:12:31,Night,0,Mar 2023
856,IRCTC,ecatering@irctc.co.in,Wed,8,Mar,2023,06:31:15,Morning,0,Mar 2023
857,LinkedIn,updates-noreply@linkedin.com,Wed,8,Mar,2023,03:40:05,Night,1,Mar 2023
858,upGrad ,info@updates.upgrad.com,Wed,8,Mar,2023,02:31:41,Night,0,Mar 2023
859,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,8,Mar,2023,12:48:21,Afternoon,0,Mar 2023
860,upGrad ,info@updates.upgrad.com,Wed,8,Mar,2023,00:31:52,Night,0,Mar 2023
861,PRECIOUS METALS DEPARTMENT ,noreply@communications.sbi.co.in,Wed,8,Mar,2023,11:00:52,Morning,1,Mar 2023
862,Goibibo ,noreply@content.goibibo.com,Wed,8,Mar,2023,14:24:26,Afternoon,1,Mar 2023
863,HDFC Bank ,information@hdfcbank.net,Tue,7,Mar,2023,15:26:35,Afternoon,0,Mar 2023
864,BSNL Care -NZ ,BSNL@ndc.bsnl.co.in,Wed,8,Mar,2023,05:38:57,Morning,0,Mar 2023
865,Coursera ,Coursera@email.coursera.org,Tue,7,Mar,2023,20:14:33,Evening,0,Mar 2023
866,Coursera ,Coursera@email.coursera.org,Tue,7,Mar,2023,19:31:46,Evening,0,Mar 2023
867,IndiGo ,mailers@marketing.goindigo.in,Tue,7,Mar,2023,09:55:20,Morning,0,Mar 2023
868,LinkedIn,updates-noreply@linkedin.com,Tue,7,Mar,2023,03:40:15,Night,1,Mar 2023
869,LinkedIn,messages-noreply@linkedin.com,Tue,7,Mar,2023,03:01:27,Night,1,Mar 2023
870,upGrad ,info@updates.upgrad.com,Tue,7,Mar,2023,02:01:46,Night,0,Mar 2023
871,EaseMyTrip ,info@easemytrip.com,Tue,7,Mar,2023,12:54:12,Afternoon,0,Mar 2023
872,Byte Academy ,abhilash@gradjago.com,Tue,7,Mar,2023,01:11:29,Night,0,Mar 2023
873,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,7,Mar,2023,10:05:10,Morning,0,Mar 2023
874,Goibibo ,noreply@content.goibibo.com,Tue,7,Mar,2023,09:59:09,Morning,1,Mar 2023
875,Ganeshraj Sirasangi ,invitations@linkedin.com,Tue,7,Mar,2023,06:34:56,Morning,0,Mar 2023
876,Tripadvisor ,savings@mp1.tripadvisor.com,Tue,7,Mar,2023,04:08:41,Night,0,Mar 2023
877,Coursera ,Coursera@email.coursera.org,Mon,6,Mar,2023,23:36:11,Night,0,Mar 2023
878,BSNL Care -NZ ,BSNL@ndc.bsnl.co.in,Mon,6,Mar,2023,05:34:28,Morning,0,Mar 2023
879,PRECIOUSMETAL DEPARTMENT ,noreply@communications.sbi.co.in,Mon,6,Mar,2023,12:39:44,Afternoon,1,Mar 2023
880,EaseMyTrip ,info@easemytrip.com,Mon,6,Mar,2023,09:59:51,Morning,0,Mar 2023
881,BAJAAO.COM ,helpdesk@email.bajaao.com,Mon,6,Mar,2023,05:42:59,Morning,0,Mar 2023
882,upGrad ,info@updates.upgrad.com,Sun,5,Mar,2023,03:31:40,Night,0,Mar 2023
883,HackerRank Team ,no-reply@hackerrankmail.com,Sun,5,Mar,2023,02:14:23,Night,0,Mar 2023
884,upGrad ,info@updates.upgrad.com,Sun,5,Mar,2023,02:01:51,Night,0,Mar 2023
885,Goibibo ,noreply@content.goibibo.com,Sun,5,Mar,2023,14:43:52,Afternoon,1,Mar 2023
886,IRCTC,ecatering@irctc.co.in,Sat,4,Mar,2023,06:55:37,Morning,0,Mar 2023
887,upGrad ,info@updates.upgrad.com,Sat,4,Mar,2023,04:53:19,Night,0,Mar 2023
888,Google,noreply-maps-timeline@google.com,Sat,4,Mar,2023,22:45:12,Night,1,Mar 2023
889,Quora,hindi-personalized-digest@quora.com,Sat,4,Mar,2023,03:12:55,Night,0,Mar 2023
890,EaseMyTrip ,info@easemytrip.com,Sat,4,Mar,2023,13:48:51,Afternoon,0,Mar 2023
891,GeeksforGeeks ,no-reply@geeksforgeeks.org,Sat,4,Mar,2023,01:31:51,Night,0,Mar 2023
892,Goibibo ,noreply@content.goibibo.com,Sat,4,Mar,2023,11:26:00,Morning,1,Mar 2023
893,LinkedIn,newsletters-noreply@linkedin.com,Sat,4,Mar,2023,08:18:38,Morning,1,Mar 2023
894,Rishita ,jubin@gradjago.com,Sat,4,Mar,2023,07:26:19,Morning,0,Mar 2023
895,Uber ,noreply@uber.com,Fri,3,Mar,2023,08:38:23,Morning,1,Mar 2023
896,Coursera ,Coursera@email.coursera.org,Fri,3,Mar,2023,20:09:58,Evening,0,Mar 2023
897,Coursera ,Coursera@email.coursera.org,Fri,3,Mar,2023,18:01:41,Evening,0,Mar 2023
898,Coursera ,Coursera@email.coursera.org,Fri,3,Mar,2023,03:31:19,Night,0,Mar 2023
899,LinkedIn,updates-noreply@linkedin.com,Fri,3,Mar,2023,03:35:45,Night,1,Mar 2023
900,upGrad ,info@updates.upgrad.com,Fri,3,Mar,2023,02:46:02,Night,0,Mar 2023
901,Team Scaler ,hello@scaler.com,Fri,3,Mar,2023,02:35:50,Night,0,Mar 2023
902,Goibibo ,noreply@content.goibibo.com,Fri,3,Mar,2023,11:23:09,Morning,1,Mar 2023
903,EaseMyTrip ,info@easemytrip.com,Fri,3,Mar,2023,10:51:27,Morning,0,Mar 2023
904,HDFC Bank ,information@hdfcbank.net,Fri,3,Mar,2023,08:44:49,Morning,0,Mar 2023
905,Uber ,noreply@uber.com,Fri,3,Mar,2023,06:38:22,Morning,1,Mar 2023
906,Amazon,no-reply@business.amazon.in,Fri,3,Mar,2023,04:26:40,Night,0,Mar 2023
907,Coursera ,Coursera@email.coursera.org,Thu,2,Mar,2023,23:59:31,Night,0,Mar 2023
908,EaseMyTrip ,info@easemytrip.com,Fri,3,Mar,2023,06:33:52,Morning,0,Mar 2023
909,YouTube ,noreply@youtube.com,Thu,2,Mar,2023,22:51:54,Night,1,Mar 2023
910,LinkedIn,linkedin@e.linkedin.com,Thu,2,Mar,2023,21:49:57,Night,0,Mar 2023
911,upGrad ,info@updates.upgrad.com,Thu,2,Mar,2023,03:01:08,Night,0,Mar 2023
912,HackerRank Team ,hackers@hackerrankmail.com,Thu,2,Mar,2023,01:59:10,Night,0,Mar 2023
913,Goibibo ,noreply@content.goibibo.com,Thu,2,Mar,2023,09:06:23,Morning,1,Mar 2023
914,Tripadvisor ,awards@mp1.tripadvisor.com,Thu,2,Mar,2023,04:32:01,Night,0,Mar 2023
915,LinkedIn,messages-noreply@linkedin.com,Thu,2,Mar,2023,01:33:24,Night,1,Mar 2023
916,Splitwise ,hello@splitwise.com,Wed,1,Mar,2023,03:19:25,Night,0,Mar 2023
917,HDFC Bank ,information@hdfcbank.net,Wed,1,Mar,2023,06:22:47,Morning,0,Mar 2023
918,LinkedIn,updates-noreply@linkedin.com,Wed,1,Mar,2023,03:38:25,Night,1,Mar 2023
919,Niantic ,niantic@email.nianticlabs.com,Wed,1,Mar,2023,03:00:00,Night,0,Mar 2023
920,eCom ,eCom@communications.sbi.co.in,Wed,1,Mar,2023,13:10:53,Afternoon,0,Mar 2023
921,EaseMyTrip ,info@easemytrip.com,Wed,1,Mar,2023,07:24:26,Morning,0,Mar 2023
922,upGrad ,info@updates.upgrad.com,Wed,1,Mar,2023,01:30:57,Night,0,Mar 2023
923,Coursera ,Coursera@email.coursera.org,Tue,28,Feb,2023,20:17:46,Evening,0,Feb 2023
924,IndiGo ,mailers@marketing.goindigo.in,Tue,28,Feb,2023,06:33:33,Morning,0,Feb 2023
925,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,28,Feb,2023,13:04:05,Afternoon,0,Feb 2023
926,GeeksforGeeks ,no-reply@geeksforgeeks.org,Tue,28,Feb,2023,09:19:34,Morning,0,Feb 2023
927,Uber ,noreply@uber.com,Tue,28,Feb,2023,08:57:51,Morning,1,Feb 2023
928,GeeksforGeeks ,no-reply@geeksforgeeks.org,Tue,28,Feb,2023,08:35:54,Morning,0,Feb 2023
929,Goibibo ,noreply@content.goibibo.com,Tue,28,Feb,2023,08:49:34,Morning,1,Feb 2023
930,HAT@libertyinsurance.in,HAT@libertyinsurance.in,Tue,28,Feb,2023,13:56:34,Afternoon,0,Feb 2023
931,IRCTC,ticketadmin@irctc.co.in,Tue,28,Feb,2023,13:55:53,Afternoon,0,Feb 2023
932,IRCTC,ticketadmin@irctc.co.in,Tue,28,Feb,2023,13:48:09,Afternoon,0,Feb 2023
933,Coursera ,Coursera@email.coursera.org,Mon,27,Feb,2023,02:04:29,Night,0,Feb 2023
934,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,27,Feb,2023,14:15:38,Afternoon,0,Feb 2023
935,LinkedIn,updates-noreply@linkedin.com,Mon,27,Feb,2023,03:45:10,Night,1,Feb 2023
936,LinkedIn,messages-noreply@linkedin.com,Mon,27,Feb,2023,03:01:27,Night,1,Feb 2023
937,IndiGo ,mailers@marketing.goindigo.in,Mon,27,Feb,2023,13:27:25,Afternoon,0,Feb 2023
938,Saanvi ,jubin@gradjago.com,Mon,27,Feb,2023,09:51:15,Morning,0,Feb 2023
939,Uber ,uber@uber.com,Mon,27,Feb,2023,05:09:56,Morning,0,Feb 2023
940,Tripadvisor ,inspiration@mp1.tripadvisor.com,Mon,27,Feb,2023,03:18:42,Night,0,Feb 2023
941,Varsha from Prosple ,varsha@prosple.com,Sun,26,Feb,2023,01:31:05,Night,0,Feb 2023
942,Upwork ,donotreply@upwork.com,Sun,26,Feb,2023,03:00:20,Night,0,Feb 2023
943,Uber ,uber@uber.com,Sun,26,Feb,2023,09:19:11,Morning,0,Feb 2023
944,GeeksforGeeks ,no-reply@geeksforgeeks.org,Sun,26,Feb,2023,07:31:29,Morning,0,Feb 2023
945,Goibibo ,noreply@content.goibibo.com,Sun,26,Feb,2023,08:30:05,Morning,1,Feb 2023
946,Coursera ,no-reply@m.mail.coursera.org,Sun,26,Feb,2023,04:57:37,Night,0,Feb 2023
947,FitnessByDaanish ,comment-reply@wordpress.com,Sat,25,Feb,2023,07:54:05,Morning,0,Feb 2023
948,Team Scaler ,hello@scaler.com,Sat,25,Feb,2023,03:33:34,Night,0,Feb 2023
949,upGrad ,info@updates.upgrad.com,Sat,25,Feb,2023,03:01:42,Night,0,Feb 2023
950,Goibibo ,noreply@content.goibibo.com,Sat,25,Feb,2023,14:10:09,Afternoon,1,Feb 2023
951,NetcoreBroadcast ,info@easemytrip.com,Fri,24,Feb,2023,13:33:39,Afternoon,0,Feb 2023
952,Coursera ,Coursera@email.coursera.org,Fri,24,Feb,2023,20:15:12,Evening,0,Feb 2023
953,Coursera ,Coursera@email.coursera.org,Fri,24,Feb,2023,18:01:57,Evening,0,Feb 2023
954,LinkedIn,updates-noreply@linkedin.com,Fri,24,Feb,2023,03:44:50,Night,1,Feb 2023
955,Coursera ,no-reply@m.mail.coursera.org,Fri,24,Feb,2023,03:17:54,Night,0,Feb 2023
956,upGrad ,info@updates.upgrad.com,Fri,24,Feb,2023,01:30:56,Night,0,Feb 2023
957,Uber ,uber@uber.com,Fri,24,Feb,2023,06:17:23,Morning,0,Feb 2023
958,BAJAAO.COM ,helpdesk@email.bajaao.com,Fri,24,Feb,2023,05:01:45,Morning,0,Feb 2023
959,hod.me@rvce.edu.in,hod.me@rvce.edu.in,Fri,24,Feb,2023,03:57:41,Night,0,Feb 2023
960,Goibibo ,noreply@content.goibibo.com,Fri,24,Feb,2023,13:54:09,Afternoon,1,Feb 2023
961,Varsha from Prosple ,varsha@prosple.com,Thu,23,Feb,2023,00:12:53,Night,0,Feb 2023
962,EaseMyTrip ,info@easemytrip.com,Thu,23,Feb,2023,14:36:37,Afternoon,0,Feb 2023
963,upGrad ,info@updates.upgrad.com,Thu,23,Feb,2023,04:53:17,Night,0,Feb 2023
964,HDFC Bank ,information@hdfcbank.net,Thu,23,Feb,2023,05:44:24,Morning,0,Feb 2023
965,HackerRank Team ,hackers@hackerrankmail.com,Thu,23,Feb,2023,04:00:35,Night,0,Feb 2023
966,upGrad ,info@updates.upgrad.com,Thu,23,Feb,2023,03:00:30,Night,0,Feb 2023
967,Team Scaler ,hello@scaler.com,Thu,23,Feb,2023,02:34:35,Night,0,Feb 2023
968,LinkedIn,jobs-listings@linkedin.com,Thu,23,Feb,2023,07:25:36,Morning,0,Feb 2023
969,Goibibo ,noreply@content.goibibo.com,Thu,23,Feb,2023,07:58:57,Morning,1,Feb 2023
970,Amazon,no-reply@business.amazon.in,Thu,23,Feb,2023,03:12:31,Night,0,Feb 2023
971,LinkedIn,messages-noreply@linkedin.com,Thu,23,Feb,2023,01:33:23,Night,1,Feb 2023
972,Myprotein ,info@n.myprotein.com,Wed,22,Feb,2023,07:50:55,Morning,0,Feb 2023
973,EaseMyTrip ,info@easemytrip.com,Wed,22,Feb,2023,08:03:34,Morning,0,Feb 2023
974,LinkedIn,updates-noreply@linkedin.com,Wed,22,Feb,2023,03:44:06,Night,1,Feb 2023
975,Uber ,uber@uber.com,Wed,22,Feb,2023,02:51:51,Night,0,Feb 2023
976,Goibibo ,noreply@content.goibibo.com,Wed,22,Feb,2023,13:13:20,Afternoon,1,Feb 2023
977,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,22,Feb,2023,12:30:00,Afternoon,0,Feb 2023
978,Ritu ,jubin@gradjago.com,Wed,22,Feb,2023,00:11:19,Night,0,Feb 2023
979,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,22,Feb,2023,06:43:01,Morning,0,Feb 2023
980,Quora ,curiosity-noreply@quora.com,Wed,22,Feb,2023,00:04:49,Night,1,Feb 2023
981,Varsha from Prosple ,varsha@prosple.com,Tue,21,Feb,2023,00:09:58,Night,0,Feb 2023
982,Coursera ,Coursera@email.coursera.org,Tue,21,Feb,2023,20:21:45,Evening,0,Feb 2023
983,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Tue,21,Feb,2023,06:07:34,Morning,0,Feb 2023
984,HDFC Bank ,information@hdfcbank.net,Tue,21,Feb,2023,14:42:45,Afternoon,0,Feb 2023
985,upGrad ,info@updates.upgrad.com,Tue,21,Feb,2023,02:01:01,Night,0,Feb 2023
986,upGrad ,info@updates.upgrad.com,Tue,21,Feb,2023,00:57:12,Night,0,Feb 2023
987,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,21,Feb,2023,11:09:21,Morning,0,Feb 2023
988,Rohan chavan ,invitations@linkedin.com,Tue,21,Feb,2023,09:50:37,Morning,0,Feb 2023
989,Myprotein ,info@n.myprotein.com,Tue,21,Feb,2023,07:51:06,Morning,0,Feb 2023
990,LinkedIn,jobs-listings@linkedin.com,Tue,21,Feb,2023,07:47:11,Morning,0,Feb 2023
991,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Tue,21,Feb,2023,07:33:47,Morning,0,Feb 2023
992,Coursera ,no-reply@m.mail.coursera.org,Tue,21,Feb,2023,06:03:16,Morning,0,Feb 2023
993,Coursera ,no-reply@m.mail.coursera.org,Tue,21,Feb,2023,04:42:31,Night,0,Feb 2023
994,Tripadvisor ,inspiration@mp1.tripadvisor.com,Tue,21,Feb,2023,01:54:28,Night,0,Feb 2023
995,Coursera ,Coursera@email.coursera.org,Mon,20,Feb,2023,18:32:20,Evening,0,Feb 2023
996,EaseMyTrip ,info@easemytrip.com,Mon,20,Feb,2023,14:25:14,Afternoon,0,Feb 2023
997,LinkedIn,updates-noreply@linkedin.com,Mon,20,Feb,2023,03:38:22,Night,1,Feb 2023
998,LinkedIn,messages-noreply@linkedin.com,Mon,20,Feb,2023,03:01:29,Night,1,Feb 2023
999,upGrad ,info@updates.upgrad.com,Mon,20,Feb,2023,02:30:17,Night,0,Feb 2023
1000,Goibibo ,noreply@content.goibibo.com,Mon,20,Feb,2023,11:46:04,Morning,1,Feb 2023
1001,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,20,Feb,2023,10:06:44,Morning,0,Feb 2023
1002,upGrad ,info@updates.upgrad.com,Mon,20,Feb,2023,06:59:15,Morning,0,Feb 2023
1003,Uber ,uber@uber.com,Mon,20,Feb,2023,05:08:38,Morning,0,Feb 2023
1004,Adobe Acrobat ,mail@mail.adobe.com,Sun,19,Feb,2023,01:59:09,Night,0,Feb 2023
1005,hod.me@rvce.edu.in,hod.me@rvce.edu.in,Mon,20,Feb,2023,03:52:11,Night,0,Feb 2023
1006,Varsha from Prosple ,varsha@prosple.com,Sun,19,Feb,2023,02:36:11,Night,0,Feb 2023
1007,upGrad ,info@updates.upgrad.com,Sun,19,Feb,2023,00:54:15,Night,0,Feb 2023
1008,Goibibo ,noreply@content.goibibo.com,Sun,19,Feb,2023,05:44:53,Morning,1,Feb 2023
1009,Mohit Tiwari ,invitations@linkedin.com,Sat,18,Feb,2023,03:50:07,Night,0,Feb 2023
1010,upGrad ,info@updates.upgrad.com,Sat,18,Feb,2023,02:40:11,Night,0,Feb 2023
1011,Team Scaler ,hello@scaler.com,Sat,18,Feb,2023,02:31:05,Night,0,Feb 2023
1012,upGrad ,info@updates.upgrad.com,Sat,18,Feb,2023,02:01:02,Night,0,Feb 2023
1013,LinkedIn,jobs-listings@linkedin.com,Sat,18,Feb,2023,07:17:16,Morning,0,Feb 2023
1014,Goibibo ,noreply@content.goibibo.com,Sat,18,Feb,2023,14:42:25,Afternoon,1,Feb 2023
1015,LinkedIn,updates-noreply@linkedin.com,Fri,17,Feb,2023,07:40:20,Morning,1,Feb 2023
1016,Coursera ,Coursera@email.coursera.org,Fri,17,Feb,2023,18:49:38,Evening,0,Feb 2023
1017,Coursera ,Coursera@email.coursera.org,Fri,17,Feb,2023,18:02:39,Evening,0,Feb 2023
1018,eCom ,eCom@communications.sbi.co.in,Fri,17,Feb,2023,15:06:16,Afternoon,0,Feb 2023
1019,Coursera ,no-reply@m.mail.coursera.org,Fri,17,Feb,2023,01:36:09,Night,0,Feb 2023
1020,Goibibo ,noreply@content.goibibo.com,Fri,17,Feb,2023,11:36:33,Morning,1,Feb 2023
1021,HackerRank Team ,hackers@hackerrankmail.com,Fri,17,Feb,2023,08:42:17,Morning,0,Feb 2023
1022,Varsha from Prosple ,varsha@prosple.com,Thu,16,Feb,2023,00:13:54,Night,0,Feb 2023
1023,Coursera ,Coursera@email.coursera.org,Thu,16,Feb,2023,23:11:45,Night,0,Feb 2023
1024,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Thu,16,Feb,2023,06:13:01,Morning,0,Feb 2023
1025,upGrad ,info@updates.upgrad.com,Thu,16,Feb,2023,05:59:06,Morning,0,Feb 2023
1026,FitnessByDaanish ,comment-reply@wordpress.com,Thu,16,Feb,2023,04:32:34,Night,0,Feb 2023
1027,Team Scaler ,hello@scaler.com,Thu,16,Feb,2023,02:31:32,Night,0,Feb 2023
1028,Goibibo ,noreply@content.goibibo.com,Thu,16,Feb,2023,10:09:10,Morning,1,Feb 2023
1029,LinkedIn,jobs-listings@linkedin.com,Thu,16,Feb,2023,07:27:38,Morning,0,Feb 2023
1030,LinkedIn,messages-noreply@linkedin.com,Thu,16,Feb,2023,01:33:19,Night,1,Feb 2023
1031,Coursera ,Coursera@email.coursera.org,Wed,15,Feb,2023,22:12:21,Night,0,Feb 2023
1032,EaseMyTrip ,info@easemytrip.com,Wed,15,Feb,2023,12:24:07,Afternoon,0,Feb 2023
1033,Riya Jain ,riya.jain@email.codingblocks.com,Wed,15,Feb,2023,04:27:44,Night,0,Feb 2023
1034,LinkedIn,updates-noreply@linkedin.com,Wed,15,Feb,2023,03:40:15,Night,1,Feb 2023
1035,Amazon,no-reply@business.amazon.in,Wed,15,Feb,2023,03:14:32,Night,0,Feb 2023
1036,Goibibo ,noreply@content.goibibo.com,Wed,15,Feb,2023,13:44:30,Afternoon,1,Feb 2023
1037,LinkedIn,linkedin@e.linkedin.com,Wed,15,Feb,2023,20:09:57,Evening,0,Feb 2023
1038,upGrad ,info@updates.upgrad.com,Wed,15,Feb,2023,07:15:18,Morning,0,Feb 2023
1039,Vector India ,abhilash@gradjago.com,Wed,15,Feb,2023,06:31:22,Morning,0,Feb 2023
1040,Tripadvisor ,awards@mp1.tripadvisor.com,Wed,15,Feb,2023,04:34:18,Night,0,Feb 2023
